id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
7938,2018,Delhi,12-05-2018,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Royal Challengers Bengaluru,0,5,AB de Villiers,Feroz Shah Kotla,Kumar Dharmasena,Anil Chaudhary,K Ananthapadmanabhan
7939,2018,Pune,13-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,Marais Erasmus,Yeshwant Barde,Anil Dandekar
7940,2018,Mumbai,13-05-2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi,C Shamshuddin
7941,2018,Indore,14-05-2018,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Royal Challengers Bengaluru,0,10,UT Yadav,Holkar Cricket Stadium,Bruce Oxenford,Virender Kumar Sharma,O Nandan
7942,2018,Kolkata,15-05-2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,Kuldeep Yadav,Eden Gardens,Kumar Dharmasena,Anil Chaudhary,Vineet Kulkarni
7943,2018,Mumbai,16-05-2018,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Mumbai Indians,3,0,JJ Bumrah,Wankhede Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde
7944,2018,Bengaluru,17-05-2018,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bengaluru,14,0,AB de Villiers,M Chinnaswamy Stadium,S Ravi,Anil Dandekar,C Shamshuddin
7945,2018,Delhi,18-05-2018,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,34,0,HV Patel,Feroz Shah Kotla,Kumar Dharmasena,Vineet Kulkarni,O Nandan
7946,2018,Jaipur,19-05-2018,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,normal,0,Rajasthan Royals,30,0,S Gopal,Sawai Mansingh Stadium,Bruce Oxenford,Virender Kumar Sharma,C Shamshuddin
7947,2018,Hyderabad,19-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,CA Lynn,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,S Ravi,Anil Dandekar
7948,2018,Delhi,20-05-2018,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Delhi Capitals,11,0,A Mishra,Feroz Shah Kotla,Kumar Dharmasena,O Nandan,Vineet Kulkarni
7949,2018,Pune,20-05-2018,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Marais Erasmus
7950,2018,Mumbai,22-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,F du Plessis,Wankhede Stadium,Marais Erasmus,C Shamshuddin,S Ravi
7951,2018,Kolkata,23-05-2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,25,0,AD Russell,Eden Gardens,Nitin Menon,Anil Chaudhary,Kumar Dharmasena
7952,2018,Kolkata,25-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,14,0,Rashid Khan,Eden Gardens,Nitin Menon,Kumar Dharmasena,Anil Chaudhary
7953,2018,Mumbai,27-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,SR Watson,Wankhede Stadium,Marais Erasmus,S Ravi,Nitin Menon
11137,2019,Chennai,23-03-2019,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,Harbhajan Singh,M. A. Chidambaram Stadium,Bruce Oxenford,Anil Dandekar,Nitin Menon
11138,2019,Kolkata,24-03-2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,AD Russell,Eden Gardens,Chris Gaffaney,Anil Chaudhary,Vineet Kulkarni
11139,2019,Mumbai,24-03-2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,RR Pant,Wankhede Stadium,S Ravi,Yeshwant Barde,O Nandan
11140,2019,Jaipur,25-03-2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Anantapadmanabhan,Bruce Oxenford
11141,2019,Delhi,26-03-2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0,6,SR Watson,Feroz Shah Kotla Ground,Marais Erasmus,Nitin Menon,Anil Dandekar
11142,2019,Kolkata,27-03-2019,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Kolkata Knight Riders,28,0,AD Russell,Eden Gardens,Anil Chaudhary,Vineet Kulkarni,Chris Gaffaney
11143,2019,Bengaluru,28-03-2019,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Mumbai Indians,6,0,JJ Bumrah,M. Chinnaswamy Stadium,S Ravi,O Nandan,Yeshwant Barde
11144,2019,Hyderabad,29-03-2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,5,Rashid Khan,Rajiv Gandhi Intl. Cricket Stadium,Bruce Oxenford,C Shamshuddin,KN Anantapadmanabhan
11145,2019,Mohali,30-03-2019,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,8,MA Agarwal,IS Bindra Stadium,Vineet Kulkarni,Chris Gaffaney,Anil Chaudhary
11146,2019,Delhi,30-03-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,tie,0,Delhi Capitals,0,0,P Shaw,Feroz Shah Kotla Ground,Anil Dandekar,Nitin Menon,Marais Erasmus
11147,2019,Hyderabad,31-03-2019,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Sunrisers Hyderabad,118,0,J Bairstow,Rajiv Gandhi Intl. Cricket Stadium,S Ravi,KN Anantapadmanabhan,C Shamshuddin
11148,2019,Chennai,31-03-2019,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,8,0,MS Dhoni,M. A. Chidambaram Stadium,O Nandan,Yeshwant Barde,Bruce Oxenford
11149,2019,Mohali,01-04-2019,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Punjab Kings,14,0,S Curran,IS Bindra Stadium,Anil Chaudhary,Chris Gaffaney,Vineet Kulkarni
11150,2019,Jaipur,02-04-2019,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,S Gopal,Sawai Mansingh Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon
11151,2019,Mumbai,03-04-2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,37,0,HH Pandya,Wankhede Stadium,Bruce Oxenford,Rod Tucker,Yeshwant Barde
11152,2019,Delhi,04-04-2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,J Bairstow,Feroz Shah Kotla Ground,C Shamshuddin,KN Anantapadmanabhan,S Ravi
11153,2019,Bengaluru,05-04-2019,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M. Chinnaswamy Stadium,Anil Chaudhary,Chris Gaffaney,O Nandan
11309,2019,Chennai,06-04-2019,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,Harbhajan Singh,M. A. Chidambaram Stadium,KN Ananthapadmanabhan,Rod Tucker,C Shamshuddin
11310,2019,Hyderabad,06-04-2019,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,40,0,A Joseph,Rajiv Gandhi Intl. Cricket Stadium,Anil Dandekar,Nitin Menon,Marais Erasmus
11311,2019,Bengaluru,07-04-2019,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,K Rabada,M. Chinnaswamy Stadium,S Ravi,Yeshwant Barde,O Nandan
11312,2019,Jaipur,07-04-2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,H Gurney,Sawai Mansingh Stadium,Chris Gaffaney,Anil Chaudhary,Bruce Oxenford
11313,2019,Mohali,08-04-2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,KL Rahul,IS Bindra Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon
11314,2019,Chennai,09-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,DL Chahar,M. A. Chidambaram Stadium,Rod Tucker,C Shamshuddin,Ulhas Gandhe
11315,2019,Mumbai,10-04-2019,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,KA Pollard,Wankhede Stadium,Yeshwant Barde,S Ravi,O Nandan
11316,2019,Jaipur,11-04-2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Sawai Mansingh Stadium,Bruce Oxenford,Ulhas Gandhe,Chris Gaffaney
11317,2019,Kolkata,12-04-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,Eden Gardens,Yeshwant Barde,O Nandan,Rod Tucker
11318,2019,Mumbai,13-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,JC Buttler,Wankhede Stadium,Nitin Menon,Nanda Kishore,Marais Erasmus
11319,2019,Mohali,13-04-2019,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Royal Challengers Bengaluru,0,8,AB de Villiers,IS Bindra Stadium,S Ravi,Ulhas Gandhe,Nigel Llong
11320,2019,Kolkata,14-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,Imran Tahir,Eden Gardens,Rod Tucker,O Nandan,Yeshwant Barde
11321,2019,Hyderabad,14-04-2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,39,0,K Paul,Rajiv Gandhi Intl. Cricket Stadium,Anil Chaudhary,Bruce Oxenford,Chris Gaffaney
11322,2019,Mumbai,15-04-2019,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SL Malinga,Wankhede Stadium,Marais Erasmus,Nitin Menon,Nanda Kishore
11323,2019,Mohali,16-04-2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,12,0,R Ashwin,IS Bindra Stadium,Anil Chaudhary,Vineet Kulkarni,S Ravi
11324,2019,Hyderabad,17-04-2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,0,6,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,Ian Gould,Ulhas Gandhe,C Shamshuddin
11325,2019,Delhi,18-04-2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,40,0,HH Pandya,Feroz Shah Kotla Ground,Nigel Llong,Bruce Oxenford,Anil Chaudhary
11326,2019,Kolkata,19-04-2019,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bengaluru,10,0,V Kohli,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar
11327,2019,Jaipur,20-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SPD Smith,Sawai Mansingh Stadium,S Ravi,Yeshwant Barde,O Nandan
11328,2019,Delhi,20-04-2019,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SS Iyer,Feroz Shah Kotla Ground,Ulhas Gandhe,C Shamshuddin,Bruce Oxenford
11329,2019,Hyderabad,21-04-2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,K Ahmed,Rajiv Gandhi Intl. Cricket Stadium,Nitin Menon,Nigel Llong,Ian Gould
11330,2019,Bengaluru,21-04-2019,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bengaluru,1,0,PA Patel,M. Chinnaswamy Stadium,Vineet Kulkarni,Rod Tucker,Anil Chaudhary
11331,2019,Jaipur,22-04-2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,RR Pant,Sawai Mansingh Stadium,S Ravi,Nanda Kishore,Yeshwant Barde
11332,2019,Chennai,23-04-2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SR Watson,M. A. Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
11333,2019,Bengaluru,24-04-2019,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,normal,0,Royal Challengers Bengaluru,17,0,AB de Villiers,M. Chinnaswamy Stadium,Bruce Oxenford,C Shamshuddin,Rod Tucker
11334,2019,Kolkata,25-04-2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,VR Aaron,Eden Gardens,Ian Gould,Anil Dandekar,Nitin Menon
11335,2019,Chennai,26-04-2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,46,0,RG Sharma,M. A. Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
11336,2019,Jaipur,27-04-2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JD Unadkat,Sawai Mansingh Stadium,Yeshwant Barde,Nand Kishore,Sundaram Ravi
11337,2019,Delhi,28-04-2019,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,normal,0,Delhi Capitals,16,0,S Dhawan,Feroz Shah Kotla Ground,Bruce Oxenford,KN Ananthapadmanabhan,C Shamshuddin
11338,2019,Kolkata,28-04-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,34,0,AD Russell,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar
11339,2019,Hyderabad,29-04-2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,45,0,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,S Ravi,O Nandan,Nanda Kishore
11340,2019,Bengaluru,30-04-2019,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,no result,0,Mumbai Indians,0,0,CH Gayle,M. Chinnaswamy Stadium,Nigel Llong,Ulhas Gandhe,Anil Chaudhary
11341,2019,Chennai,01-05-2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,80,0,MS Dhoni,M. A. Chidambaram Stadium,Anil Dandekar,Nitin Menon,Ian Gould
11342,2019,Mumbai,02-05-2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,tie,0,Mumbai Indians,0,0,JJ Bumrah,Wankhede Stadium,S Ravi,O Nandan,Nanda Kishore
11343,2019,Mohali,03-05-2019,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,S Gill,IS Bindra Stadium,Bruce Oxenford,C Shamshuddin,KN Ananthapadmanabhan
11344,2019,Delhi,04-05-2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,5,A Mishra,Feroz Shah Kotla Ground,Ian Gould,Anil Dandekar,Nitin Menon
11345,2019,Bengaluru,04-05-2019,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Royal Challengers Bengaluru,0,4,S Hetmyer,M. Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Ulhas Gandhe
11346,2019,Mohali,05-05-2019,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,KL Rahul,IS Bindra Stadium,KN Ananthapadmanabhan,C Shamshuddin,Bruce Oxenford
11347,2019,Mumbai,05-05-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,HH Pandya,Wankhede Stadium,Nanda Kishore,O Nandan,S Ravi
11412,2019,Chennai,07-05-2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,AS Yadav,M. A. Chidambaram Stadium,Nigel Llong,Nitin Menon,Ian Gould
11413,2019,Visakhapatnam,08-05-2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,RR Pant,ACA-VDCA Stadium,HDPK Dharmasena,S Ravi,C Shamshuddin
11414,2019,Visakhapatnam,10-05-2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,F du Plessis,ACA-VDCA Stadium,Sundaram Ravi,Bruce Oxenford,Chettithody Shamshuddin
11415,2019,Hyderabad,12-05-2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,JJ Bumrah,Rajiv Gandhi Intl. Cricket Stadium,Nitin Menon,Ian Gould,Nigel Llong
11416,2022,Ahmedabad,28-03-2022,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,normal,0,Gujarat Titans,5,0,Hardik Pandya,Narendra Modi Stadium,Nitin Menon,CK Nandan,C Shamshuddin
11417,2022,Mumbai,06-04-2022,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,normal,0,Gujarat Titans,14,0,Mohammed Shami,Wankhede Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11418,2022,Pune,11-04-2022,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Gujarat Titans,0,7,Rahul Tewatia,DY Patil Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11419,2022,Mumbai,14-04-2022,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,0,Gujarat Titans,37,0,Hardik Pandya,Brabourne Stadium,Chris Gaffaney,Nitin Menon,C Shamshuddin
11420,2022,Ahmedabad,17-04-2022,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Gujarat Titans,0,3,David Miller,Narendra Modi Stadium,S Ravi,Jay araman Madanagopal,C Shamshuddin
11421,2022,Kolkata,23-04-2022,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,0,Gujarat Titans,8,0,Mohammed Shami,Eden Gardens,Nitin Menon,Yeswant Barde,C Shamshuddin
11422,2022,Ahmedabad,27-04-2022,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,normal,0,Gujarat Titans,5,0,Shubman Gill,Narendra Modi Stadium,CB Gaffaney,Anil Chaudhary,C Shamshuddin
11423,2022,Navi Mumbai,30-04-2022,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Gujarat Titans,0,6,Rahul Tewatia,DY Patil Stadium,Vineet Kulkarni,Virender Sharma,C Shamshuddin
11424,2022,Pune,03-05-2022,Gujarat Titans,Punjab Kings,Punjab Kings,bat,normal,0,Gujarat Titans,0,8,Rashid Khan,Maharashtra Cricket Stadium,Bruce Oxenford,Sundaram Ravi,C Shamshuddin
11425,2022,Ahmedabad,10-05-2022,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Gujarat Titans,62,0,Shubman Gill,Narendra Modi Stadium,Nitin Menon,CK Nandan,C Shamshuddin
11426,2022,Chennai,15-05-2022,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,normal,0,Gujarat Titans,0,7,Wriddhiman Saha,M Chidambaram Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11427,2022,Ahmedabad,19-05-2022,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Royal Challengers Bengaluru,0,8,Virat Kohli,Narendra Modi Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11428,2022,Kolkata,24-05-2022,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,0,Gujarat Titans,0,7,David Miller,Eden Gardens,Chris Gaffaney,Nitin Menon,C Shamshuddin
11429,2022,Ahmedabad,29-05-2022,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,0,Gujarat Titans,0,7,Hardik Pandya,Narendra Modi Stadium,CB Gaffaney,Nitin Menon,C Shamshuddin
11430,2023,Ahmedabad,31-03-2023,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,Rashid Khan,Narendra Modi Stadium,Chris Gaffaney,S Ravi,C Shamshuddin
11431,2023,Delhi,04-04-2023,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,normal,0,Gujarat Titans,0,6,Sai Sudharsan,Feroz Shah Kotla,Sundaram Ravi,Jay araman Madanagopal,C Shamshuddin
11432,2023,Ahmedabad,09-04-2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,0,Kolkata Knight Riders,0,3,Rinku Singh,Narendra Modi Stadium,Nitin Menon,Yeswant Barde,C Shamshuddin
11433,2023,Mohali,13-04-2023,Gujarat Titans,Punjab Kings,Punjab Kings,field,normal,0,Gujarat Titans,0,6,Shubman Gill,IS Bindra Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11434,2023,Ahmedabad,16-04-2023,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,3,Shimron Hetmyer,Narendra Modi Stadium,Vineet Kulkarni,Virender Sharma,C Shamshuddin
11435,2023,Lucknow,22-04-2023,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Gujarat Titans,7,0,Mohit Sharma,Ekana Stadium,Bruce Oxenford,Sundaram Ravi,C Shamshuddin
11436,2023,Ahmedabad,25-04-2023,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,normal,0,Gujarat Titans,55,0,Abhinav Manohar,Narendra Modi Stadium,CB Gaffaney,Nitin Menon,C Shamshuddin
11437,2023,Kolkata,29-04-2023,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,Suyash Sharma,Eden Gardens,Nitin Menon,Yeswant Barde,C Shamshuddin
11438,2023,Ahmedabad,02-05-2023,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,normal,0,Gujarat Titans,5,0,Mohammed Shami,Narendra Modi Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11439,2023,Jaipur,05-05-2023,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,normal,0,Rajasthan Royals,0,9,Trent Boult,Sawai Mansingh Stadium,Chris Gaffaney,S Ravi,C Shamshuddin
11440,2023,Ahmedabad,07-05-2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,normal,0,Gujarat Titans,56,0,Mohit Sharma,Narendra Modi Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11441,2023,Ahmedabad,15-05-2023,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,normal,0,Gujarat Titans,34,0,Shubman Gill,Narendra Modi Stadium,Vineet Kulkarni,Virender Sharma,C Shamshuddin
11442,2023,Chennai,23-05-2023,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,15,0,Ruturaj Gaikwad,M Chidambaram Stadium,Nitin Menon,CK Nandan,C Shamshuddin
11443,2023,Ahmedabad,29-05-2023,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,5,Devon Conway,Narendra Modi Stadium,Nitin Menon,KN Ananthapadmanabhan,C Shamshuddin
11444,2024,Ahmedabad,24-03-2024,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,normal,0,Gujarat Titans,6,0,Shubman Gill,Narendra Modi Stadium,Vineet Kulkarni,Virender Sharma,C Shamshuddin
11445,2024,Chennai,26-03-2024,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,63,0,Shivam Dube,M Chidambaram Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11446,2024,Ahmedabad,31-03-2024,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Gujarat Titans,0,7,Mohit Sharma,Narendra Modi Stadium,Nitin Menon,CK Nandan,C Shamshuddin
11447,2024,Lucknow,07-04-2024,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,33,0,Yash Thakur,Ekana Stadium,Bruce Oxenford,Sundaram Ravi,C Shamshuddin
11448,2024,Jaipur,10-04-2024,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,Jos Buttler,Sawai Mansingh Stadium,Chris Gaffaney,S Ravi,C Shamshuddin
11449,2024,Ahmedabad,17-04-2024,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,Mukesh Kumar,Narendra Modi Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11450,2022,Mumbai,31-03-2022,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Lucknow Super Giants,0,6,Evin Lewis,Brabourne Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11451,2022,Navi Mumbai,04-04-2022,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Lucknow Super Giants,12,0,Avesh Khan,DY Patil Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11452,2022,Delhi,07-04-2022,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,0,Lucknow Super Giants,6,0,Quinton de Kock,Feroz Shah Kotla,Chris Gaffaney,Nitin Menon,C Shamshuddin
11453,2022,Mumbai,10-04-2022,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,Yuzvendra Chahal,Wankhede Stadium,S Ravi,Jay araman Madanagopal,C Shamshuddin
11454,2022,Mumbai,16-04-2022,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,0,Lucknow Super Giants,18,0,KL Rahul,Brabourne Stadium,Nitin Menon,Yeswant Barde,C Shamshuddin
11455,2022,Navi Mumbai,19-04-2022,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,normal,0,Royal Challengers Bengaluru,18,0,Faf du Plessis,DY Patil Stadium,CB Gaffaney,Anil Chaudhary,C Shamshuddin
